Parent Cell	Interaction Type	Daughter Cell	Cell Common Name	Daughter Cell (No common names)	Parent Cell Generation	Node_size	Emb Term	Apoptoses	Emb Term Blast
MSapaapp (M)	=	Cell							
MSapap	=	Cell							
MSapapa	=	Cell							
MSapapaa	=	Cell							
MSapapaaa (coelomocyte AL)	=	Cell							
MSapapaap (coelomocyte PL)	=	Cell							
MSapapap (body muscle)	=	Cell							
MSapapp	=	Cell							
MSapappa (body muscle)	=	Cell							
MSapappp (body muscle)	=	Cell							
MSapp	=	Cell							
MSappa	=	Cell							
MSappaa	=	Cell							
MSappaaa (head mesodermal cell)	=	Cell							
MSappaap (Z4)	=	Cell							
MSappap	=	Cell							
MSappapa	=	Cell							
MSappapp (body muscle)	=	Cell							
MSappp	=	Cell							
MSapppa	=	Cell							
MSapppaa (body muscle)	=	Cell							
MSapppap (body muscle)	=	Cell							
MSapppp	=	Cell							
MSappppa (body muscle)	=	Cell							
MSappppp (body muscle)	=	Cell							
MSp	=	Cell							
MSpa	=	Cell							
MSpaa	=	Cell							
MSpaaa	=	Cell							
MSpaaaa	=	Cell							
MSpaaaaa	=	Cell							
MSpaaaaaa (M4)	=	Cell							
MSpaaaaap	=	Cell							
MSpaaaap	=	Cell							
MSpaaaapa (m3DR)	=	Cell							
MSpaaaapp (m4DR)	=	Cell							
MSpaaap	=	Cell							
MSpaaapa	=	Cell							
MSpaaapaa (I6)	=	Cell							
MSpaaapap (M5)	=	Cell							
MSpaaapp	=	Cell							
MSpaaappa (m5DR)	=	Cell							
MSpaaappp (m6D)	=	Cell							
MSpaap	=	Cell							
MSpaapa	=	Cell							
MSpaapaa	=	Cell							
MSpaapaaa (M1)	=	Cell							
MSpaapaap	=	Cell							
MSpaapap	=	Cell							
MSpaapapa (mc3DR)	=	Cell							
MSpaapapp (vpi1)	=	Cell							
MSpaapp	=	Cell							
MSpap	=	Cell							
MSpapa	=	Cell							
MSpapaa	=	Cell							
MSpapaaa	=	Cell							
MSpapaaaa (m4VR)	=	Cell							
MSpapaaap (m5VR)	=	Cell							
MSpapaap	=	Cell							
MSpapaapa	=	Cell							
MSpapaapaa (g1AR)	=	Cell							
MSpapaapap	=	Cell							
MSpapaapp (m7VR)	=	Cell							
MSpapap	=	Cell							
MSpapapa	=	Cell							
MSpapapaa (g2R)	=	Cell							
MSpapapap	=	Cell							
MSpapapp	=	Cell							
MSpapappa (m6VR)	=	Cell							
MSpapappp (vpi2DR)	=	Cell							
MSpapp	=	Cell							
MSpappa	=	Cell							
MSpappaa (body muscle)	=	Cell							
MSpappap (body muscle)	=	Cell							
MSpappp	=	Cell							
MSpapppa	=	Cell							
MSpapppaa (body muscle)	=	Cell							
MSpapppap (body muscle)	=	Cell							
MSpapppp	=	Cell							
MSpappppa (body muscle)	=	Cell							
MSpappppp (body muscle)	=	Cell							
MSpp	=	Cell							
MSppa	=	Cell							
MSppaa	=	Cell							
MSppaaa	=	Cell							
MSppaaaa	=	Cell							
MSppaaaad (GLRR)	=	Cell							
MSppaaaav (GLRVR)	=	Cell							
MSppaaap (body muscle)	=	Cell							
MSppaap	=	Cell							
MSppaapa	=	Cell							
MSppaapp (intestinal muscle R)	=	Cell							
MSppap	=	Cell							
MSppapa	=	Cell							
MSppapaa	=	Cell							
MSppapaaa (coelomocyte AR)	=	Cell							
MSppapaap (coelomocyte PR)	=	Cell							
MSppapap (body muscle)	=	Cell							
MSppapp	=	Cell							
MSppappa (body muscle)	=	Cell							
MSppappp (body muscle)	=	Cell							
MSppp	=	Cell							
MSpppa	=	Cell							
MSpppaa	=	Cell							
MSpppaaa	=	Cell							
MSpppaap (Z1)	=	Cell							
MSpppap	=	Cell							
MSpppapa	=	Cell							
MSpppapp (body muscle)	=	Cell							
MSpppp	=	Cell							
MSppppa	=	Cell							
MSppppaa (body muscle)	=	Cell							
MSppppap (body muscle)	=	Cell							
MSppppp	=	Cell							
MSpppppa (body muscle)	=	Cell							
MSpppppp (body muscle)	=	Cell							
P1'	=	Cell							
P2'	=	Cell							
P3'	=	Cell							
P4'	=	Cell							
P4a (Z2)	=	Cell							
P4p (Z3)	=	Cell							
